x,y,z,tf
18.476,26.873,15.116,-14.323
19.315,27.713,15.116,-14.323
19.315,26.873,15.956,-14.323
18.476,27.713,15.956,-14.323
20.155,26.034,14.277,-14.323
21.835,26.034,14.277,-14.324
20.995,26.873,14.277,-14.323
20.155,27.713,14.277,-14.323
21.835,27.713,14.277,-14.324
20.995,26.034,15.116,-14.323
20.155,26.034,15.956,-14.323
21.835,26.034,15.956,-14.324
20.155,26.873,15.116,-14.323
20.995,27.713,15.116,-14.323
20.995,26.873,15.956,-14.323
20.155,27.713,15.956,-14.323
21.835,26.873,15.116,-14.324
21.835,27.713,15.956,-14.324
23.514,26.034,14.277,-14.323
25.194,26.034,14.277,-14.323
22.674,26.873,14.277,-14.324
24.354,26.873,14.277,-14.323
23.514,27.713,14.277,-14.323
25.194,27.713,14.277,-14.323
22.674,26.034,15.116,-14.324
24.354,26.034,15.116,-14.323
23.514,26.034,15.956,-14.323
25.194,26.034,15.956,-14.323
22.674,27.713,15.116,-14.324
22.674,26.873,15.956,-14.324
23.514,26.873,15.116,-14.323
24.354,27.713,15.116,-14.323
24.354,26.873,15.956,-14.323
23.514,27.713,15.956,-14.323
25.194,26.873,15.116,-14.323
25.194,27.713,15.956,-14.323
26.873,26.034,14.277,-14.323
26.034,26.873,14.277,-14.323
27.713,26.873,14.277,-14.323
26.873,27.713,14.277,-14.323
26.034,26.034,15.116,-14.323
27.713,26.034,15.116,-14.323
26.873,26.034,15.956,-14.323
26.034,27.713,15.116,-14.323
26.034,26.873,15.956,-14.323
26.873,26.873,15.116,-14.323
27.713,27.713,15.116,-14.323
27.713,26.873,15.956,-14.323
26.873,27.713,15.956,-14.323
28.553,26.034,14.277,-14.323
30.233,26.034,14.277,-14.289
29.393,26.873,14.277,-14.316
28.553,27.713,14.277,-14.323
30.233,27.713,14.277,-14.289
29.393,26.034,15.116,-14.316
28.553,26.034,15.956,-14.323
30.233,26.034,15.956,-14.289
28.553,26.873,15.116,-14.323
29.393,27.713,15.116,-14.316
29.393,26.873,15.956,-14.316
28.553,27.713,15.956,-14.323
30.233,26.873,15.116,-14.289
30.233,27.713,15.956,-14.289
31.912,26.034,14.277,-13.638
31.073,26.873,14.277,-14.185
32.752,26.873,14.277,-9.446
31.912,27.713,14.277,-13.638
31.073,26.034,15.116,-14.185
32.752,26.034,15.116,-9.446
31.912,26.034,15.956,-13.638
31.073,27.713,15.116,-14.185
31.073,26.873,15.956,-14.185
31.912,26.873,15.116,-13.638
32.752,27.713,15.116,-9.446
32.752,26.873,15.956,-9.446
31.912,27.713,15.956,-13.638
0.84,28.553,14.277,-13.638
0,29.393,14.277,-9.442
2.519,28.553,14.277,-14.289
1.68,29.393,14.277,-14.178
0.84,30.233,14.277,-13.61
2.519,30.233,14.277,-14.255
0,28.553,15.116,-9.446
0.84,29.393,15.116,-13.632
0.84,28.553,15.956,-13.638
0,29.393,15.956,-9.442
1.68,28.553,15.116,-14.185
2.519,29.393,15.116,-14.282
2.519,28.553,15.956,-14.289
1.68,29.393,15.956,-14.178
0,30.233,15.116,-9.425
0.84,30.233,15.956,-13.61
1.68,30.233,15.116,-14.153
2.519,30.233,15.956,-14.255
4.199,28.553,14.277,-14.323
3.359,29.393,14.277,-14.309
5.039,29.393,14.277,-14.316
4.199,30.233,14.277,-14.289
3.359,28.553,15.116,-14.316
4.199,29.393,15.116,-14.316
4.199,28.553,15.956,-14.323
3.359,29.393,15.956,-14.309
5.039,28.553,15.116,-14.323
5.039,29.393,15.956,-14.316
3.359,30.233,15.116,-14.282
4.199,30.233,15.956,-14.289
5.039,30.233,15.116,-14.289
5.879,28.553,14.277,-14.323
7.558,28.553,14.277,-14.323
6.718,29.393,14.277,-14.316
5.879,30.233,14.277,-14.289
7.558,30.233,14.277,-14.289
5.879,29.393,15.116,-14.316
5.879,28.553,15.956,-14.323
6.718,28.553,15.116,-14.323
7.558,29.393,15.116,-14.316
7.558,28.553,15.956,-14.323
6.718,29.393,15.956,-14.316
5.879,30.233,15.956,-14.289
6.718,30.233,15.116,-14.289
7.558,30.233,15.956,-14.289
9.238,28.553,14.277,-14.323
8.398,29.393,14.277,-14.316
10.917,28.553,14.277,-14.323
10.078,29.393,14.277,-14.316
9.238,30.233,14.277,-14.289
10.917,30.233,14.277,-14.289
8.398,28.553,15.116,-14.323
9.238,29.393,15.116,-14.316
9.238,28.553,15.956,-14.323
8.398,29.393,15.956,-14.316
10.078,28.553,15.116,-14.323
10.917,29.393,15.116,-14.316
10.917,28.553,15.956,-14.323
10.078,29.393,15.956,-14.316
8.398,30.233,15.116,-14.289
9.238,30.233,15.956,-14.289
10.078,30.233,15.116,-14.289
10.917,30.233,15.956,-14.289
12.597,28.553,14.277,-14.323
11.757,29.393,14.277,-14.316
13.437,29.393,14.277,-14.316
12.597,30.233,14.277,-14.289
11.757,28.553,15.116,-14.323
12.597,29.393,15.116,-14.316
12.597,28.553,15.956,-14.323
11.757,29.393,15.956,-14.316
13.437,28.553,15.116,-14.323
13.437,29.393,15.956,-14.316
11.757,30.233,15.116,-14.289
12.597,30.233,15.956,-14.289
13.437,30.233,15.116,-14.289
14.277,28.553,14.277,-14.323
15.956,28.553,14.277,-14.323
15.116,29.393,14.277,-14.316
14.277,30.233,14.277,-14.289
15.956,30.233,14.277,-14.289
14.277,29.393,15.116,-14.316
14.277,28.553,15.956,-14.323
15.116,28.553,15.116,-14.323
15.956,29.393,15.116,-14.316
15.956,28.553,15.956,-14.323
15.116,29.393,15.956,-14.316
14.277,30.233,15.956,-14.289
15.116,30.233,15.116,-14.289
15.956,30.233,15.956,-14.289
17.636,28.553,14.277,-14.323
16.796,29.393,14.277,-14.316
19.315,28.553,14.277,-14.323
18.476,29.393,14.277,-14.316
17.636,30.233,14.277,-14.289
19.315,30.233,14.277,-14.289
16.796,28.553,15.116,-14.323
17.636,29.393,15.116,-14.316
17.636,28.553,15.956,-14.323
16.796,29.393,15.956,-14.316
18.476,28.553,15.116,-14.323
19.315,29.393,15.116,-14.316
19.315,28.553,15.956,-14.323
18.476,29.393,15.956,-14.316
16.796,30.233,15.116,-14.289
17.636,30.233,15.956,-14.289
18.476,30.233,15.116,-14.289
19.315,30.233,15.956,-14.289
20.995,28.553,14.277,-14.323
20.155,29.393,14.277,-14.316
21.835,29.393,14.277,-14.317
20.995,30.233,14.277,-14.289
20.155,28.553,15.116,-14.323
20.995,29.393,15.116,-14.316
20.995,28.553,15.956,-14.323
20.155,29.393,15.956,-14.316
21.835,28.553,15.116,-14.324
21.835,29.393,15.956,-14.317
20.155,30.233,15.116,-14.289
20.995,30.233,15.956,-14.289
21.835,30.233,15.116,-14.29
22.674,28.553,14.277,-14.324
24.354,28.553,14.277,-14.323
23.514,29.393,14.277,-14.316
25.194,29.393,14.277,-14.316
22.674,30.233,14.277,-14.29
24.354,30.233,14.277,-14.289
22.674,29.393,15.116,-14.317
22.674,28.553,15.956,-14.324
23.514,28.553,15.116,-14.323
24.354,29.393,15.116,-14.316
24.354,28.553,15.956,-14.323
23.514,29.393,15.956,-14.316
25.194,28.553,15.116,-14.323
25.194,29.393,15.956,-14.316
22.674,30.233,15.956,-14.29
23.514,30.233,15.116,-14.289
24.354,30.233,15.956,-14.289
25.194,30.233,15.116,-14.289
26.034,28.553,14.277,-14.323
27.713,28.553,14.277,-14.323
26.873,29.393,14.277,-14.316
26.034,30.233,14.277,-14.289
27.713,30.233,14.277,-14.289
26.034,29.393,15.116,-14.316
26.034,28.553,15.956,-14.323
26.873,28.553,15.116,-14.323
27.713,29.393,15.116,-14.316
27.713,28.553,15.956,-14.323
26.873,29.393,15.956,-14.316
26.034,30.233,15.956,-14.289
26.873,30.233,15.116,-14.289
27.713,30.233,15.956,-14.289
29.393,28.553,14.277,-14.316
28.553,29.393,14.277,-14.316
30.233,29.393,14.277,-14.282
29.393,30.233,14.277,-14.282
28.553,28.553,15.116,-14.323
29.393,29.393,15.116,-14.309
29.393,28.553,15.956,-14.316
28.553,29.393,15.956,-14.316
30.233,28.553,15.116,-14.289
30.233,29.393,15.956,-14.282
28.553,30.233,15.116,-14.289
29.393,30.233,15.956,-14.282
30.233,30.233,15.116,-14.255
31.073,28.553,14.277,-14.185
32.752,28.553,14.277,-9.446
31.912,29.393,14.277,-13.632
31.073,30.233,14.277,-14.153
32.752,30.233,14.277,-9.425
31.073,29.393,15.116,-14.178
31.073,28.553,15.956,-14.185
31.912,28.553,15.116,-13.638
32.752,29.393,15.116,-9.442
32.752,28.553,15.956,-9.446
31.912,29.393,15.956,-13.632
31.073,30.233,15.956,-14.153
31.912,30.233,15.116,-13.61
32.752,30.233,15.956,-9.425
0,31.073,14.277,-9.36
1.68,31.073,14.277,-14.056
0.84,31.912,14.277,-13.028
0,32.752,14.277,-5.952
2.519,31.912,14.277,-13.61
1.68,32.752,14.277,-9.36
0.84,31.073,15.116,-13.524
0,31.073,15.956,-9.36
2.519,31.073,15.116,-14.153
1.68,31.073,15.956,-14.056
0,31.912,15.116,-8.977
0.84,32.752,15.116,-8.977
0.84,31.912,15.956,-13.028
0,32.752,15.956,-5.952
1.68,31.912,15.116,-13.524
2.519,32.752,15.116,-9.425
2.519,31.912,15.956,-13.61
1.68,32.752,15.956,-9.36
3.359,31.073,14.277,-14.178
5.039,31.073,14.277,-14.185
4.199,31.912,14.277,-13.638
3.359,32.752,14.277,-9.442
5.039,32.752,14.277,-9.446
4.199,31.073,15.116,-14.185
3.359,31.073,15.956,-14.178
5.039,31.073,15.956,-14.185
3.359,31.912,15.116,-13.632
4.199,32.752,15.116,-9.446
4.199,31.912,15.956,-13.638
3.359,32.752,15.956,-9.442
5.039,31.912,15.116,-13.638
5.039,32.752,15.956,-9.446
6.718,31.073,14.277,-14.185
5.879,31.912,14.277,-13.638
7.558,31.912,14.277,-13.638
6.718,32.752,14.277,-9.446
5.879,31.073,15.116,-14.185
7.558,31.073,15.116,-14.185
6.718,31.073,15.956,-14.185
5.879,32.752,15.116,-9.446
5.879,31.912,15.956,-13.638
6.718,31.912,15.116,-13.638
7.558,32.752,15.116,-9.446
7.558,31.912,15.956,-13.638
6.718,32.752,15.956,-9.446
8.398,31.073,14.277,-14.185
10.078,31.073,14.277,-14.185
9.238,31.912,14.277,-13.638
8.398,32.752,14.277,-9.446
10.917,31.912,14.277,-13.638
10.078,32.752,14.277,-9.446
9.238,31.073,15.116,-14.185
8.398,31.073,15.956,-14.185
10.917,31.073,15.116,-14.185
10.078,31.073,15.956,-14.185
8.398,31.912,15.116,-13.638
9.238,32.752,15.116,-9.446
9.238,31.912,15.956,-13.638
8.398,32.752,15.956,-9.446
10.078,31.912,15.116,-13.638
10.917,32.752,15.116,-9.446
10.917,31.912,15.956,-13.638
10.078,32.752,15.956,-9.446
11.757,31.073,14.277,-14.185
13.437,31.073,14.277,-14.185
12.597,31.912,14.277,-13.638
11.757,32.752,14.277,-9.446
13.437,32.752,14.277,-9.446
12.597,31.073,15.116,-14.185
11.757,31.073,15.956,-14.185
13.437,31.073,15.956,-14.185
11.757,31.912,15.116,-13.638
12.597,32.752,15.116,-9.446
12.597,31.912,15.956,-13.638
11.757,32.752,15.956,-9.446
13.437,31.912,15.116,-13.638
13.437,32.752,15.956,-9.446
15.116,31.073,14.277,-14.185
14.277,31.912,14.277,-13.638
15.956,31.912,14.277,-13.638
15.116,32.752,14.277,-9.446
14.277,31.073,15.116,-14.185
15.956,31.073,15.116,-14.185
15.116,31.073,15.956,-14.185
14.277,32.752,15.116,-9.446
14.277,31.912,15.956,-13.638
15.116,31.912,15.116,-13.638
15.956,32.752,15.116,-9.446
15.956,31.912,15.956,-13.638
15.116,32.752,15.956,-9.446
16.796,31.073,14.277,-14.185
18.476,31.073,14.277,-14.185
17.636,31.912,14.277,-13.638
16.796,32.752,14.277,-9.446
19.315,31.912,14.277,-13.638
18.476,32.752,14.277,-9.446
17.636,31.073,15.116,-14.185
16.796,31.073,15.956,-14.185
19.315,31.073,15.116,-14.185
18.476,31.073,15.956,-14.185
16.796,31.912,15.116,-13.638
17.636,32.752,15.116,-9.446
17.636,31.912,15.956,-13.638
16.796,32.752,15.956,-9.446
18.476,31.912,15.116,-13.638
19.315,32.752,15.116,-9.446
19.315,31.912,15.956,-13.638
18.476,32.752,15.956,-9.446
20.155,31.073,14.277,-14.185
21.835,31.073,14.277,-14.186
20.995,31.912,14.277,-13.639
20.155,32.752,14.277,-9.446
21.835,32.752,14.277,-9.447
20.995,31.073,15.116,-14.185
20.155,31.073,15.956,-14.185
21.835,31.073,15.956,-14.186
20.155,31.912,15.116,-13.638
20.995,32.752,15.116,-9.447
20.995,31.912,15.956,-13.639
20.155,32.752,15.956,-9.446
21.835,31.912,15.116,-13.639
21.835,32.752,15.956,-9.447
23.514,31.073,14.277,-14.185
25.194,31.073,14.277,-14.185
22.674,31.912,14.277,-13.639
24.354,31.912,14.277,-13.638
23.514,32.752,14.277,-9.447
25.194,32.752,14.277,-9.446
22.674,31.073,15.116,-14.186
24.354,31.073,15.116,-14.185
23.514,31.073,15.956,-14.185
25.194,31.073,15.956,-14.185
22.674,32.752,15.116,-9.447
22.674,31.912,15.956,-13.639
23.514,31.912,15.116,-13.639
24.354,32.752,15.116,-9.446
24.354,31.912,15.956,-13.638
23.514,32.752,15.956,-9.447
25.194,31.912,15.116,-13.638
25.194,32.752,15.956,-9.446
26.873,31.073,14.277,-14.185
26.034,31.912,14.277,-13.638
27.713,31.912,14.277,-13.638
26.873,32.752,14.277,-9.446
26.034,31.073,15.116,-14.185
27.713,31.073,15.116,-14.185
26.873,31.073,15.956,-14.185
26.034,32.752,15.116,-9.446
26.034,31.912,15.956,-13.638
26.873,31.912,15.116,-13.638
27.713,32.752,15.116,-9.446
27.713,31.912,15.956,-13.638
26.873,32.752,15.956,-9.446
28.553,31.073,14.277,-14.185
30.233,31.073,14.277,-14.153
29.393,31.912,14.277,-13.632
28.553,32.752,14.277,-9.446
30.233,32.752,14.277,-9.425
29.393,31.073,15.116,-14.178
28.553,31.073,15.956,-14.185
30.233,31.073,15.956,-14.153
28.553,31.912,15.116,-13.638
29.393,32.752,15.116,-9.442
29.393,31.912,15.956,-13.632
28.553,32.752,15.956,-9.446
30.233,31.912,15.116,-13.61
30.233,32.752,15.956,-9.425
31.912,31.073,14.277,-13.524
31.073,31.912,14.277,-13.524
32.752,31.912,14.277,-8.977
31.912,32.752,14.277,-8.977
31.073,31.073,15.116,-14.056
32.752,31.073,15.116,-9.36
31.912,31.073,15.956,-13.524
31.073,32.752,15.116,-9.36
31.073,31.912,15.956,-13.524
31.912,31.912,15.116,-13.028
32.752,32.752,15.116,-5.952
32.752,31.912,15.956,-8.977
31.912,32.752,15.956,-8.977
0,0,16.796,-5.952
0.84,0.84,16.796,-13.028
0.84,0,17.636,-8.977
0,0.84,17.636,-8.977
1.68,0,16.796,-9.36
2.519,0.84,16.796,-13.61
2.519,0,17.636,-9.425
1.68,0.84,17.636,-13.524
0,1.68,16.796,-9.36
0.84,2.519,16.796,-13.61
0.84,1.68,17.636,-13.524
0,2.519,17.636,-9.425
1.68,1.68,16.796,-14.056
2.519,2.519,16.796,-14.255
2.519,1.68,17.636,-14.153
1.68,2.519,17.636,-14.153
0,0,18.476,-5.952
0.84,0.84,18.476,-13.028
0.84,0,19.315,-8.977
0,0.84,19.315,-8.977
1.68,0,18.476,-9.36
2.519,0.84,18.476,-13.61
2.519,0,19.315,-9.425
1.68,0.84,19.315,-13.524
0,1.68,18.476,-9.36
0.84,2.519,18.476,-13.61
0.84,1.68,19.315,-13.524
0,2.519,19.315,-9.425
1.68,1.68,18.476,-14.056
2.519,2.519,18.476,-14.255
2.519,1.68,19.315,-14.153
1.68,2.519,19.315,-14.153
3.359,0,16.796,-9.442
4.199,0.84,16.796,-13.638
4.199,0,17.636,-9.446
3.359,0.84,17.636,-13.632
5.039,0,16.796,-9.446
5.039,0.84,17.636,-13.638
3.359,1.68,16.796,-14.178
4.199,2.519,16.796,-14.289
4.199,1.68,17.636,-14.185
3.359,2.519,17.636,-14.282
5.039,1.68,16.796,-14.185
5.039,2.519,17.636,-14.289
3.359,0,18.476,-9.442
4.199,0.84,18.476,-13.638
4.199,0,19.315,-9.446
3.359,0.84,19.315,-13.632
5.039,0,18.476,-9.446
5.039,0.84,19.315,-13.638
3.359,1.68,18.476,-14.178
4.199,2.519,18.476,-14.289
4.199,1.68,19.315,-14.185
3.359,2.519,19.315,-14.282
5.039,1.68,18.476,-14.185
5.039,2.519,19.315,-14.289
5.879,0.84,16.796,-13.638
5.879,0,17.636,-9.446
6.718,0,16.796,-9.446
7.558,0.84,16.796,-13.638
7.558,0,17.636,-9.446
6.718,0.84,17.636,-13.638
5.879,2.519,16.796,-14.289
5.879,1.68,17.636,-14.185
6.718,1.68,16.796,-14.185
7.558,2.519,16.796,-14.289
7.558,1.68,17.636,-14.185
6.718,2.519,17.636,-14.289
5.879,0.84,18.476,-13.638
5.879,0,19.315,-9.446
6.718,0,18.476,-9.446
7.558,0.84,18.476,-13.638
7.558,0,19.315,-9.446
6.718,0.84,19.315,-13.638
5.879,2.519,18.476,-14.289
5.879,1.68,19.315,-14.185
6.718,1.68,18.476,-14.185
7.558,2.519,18.476,-14.289
7.558,1.68,19.315,-14.185
6.718,2.519,19.315,-14.289
8.398,0,16.796,-9.446
9.238,0.84,16.796,-13.638
9.238,0,17.636,-9.446
8.398,0.84,17.636,-13.638
10.078,0,16.796,-9.446
10.917,0.84,16.796,-13.638
10.917,0,17.636,-9.446
10.078,0.84,17.636,-13.638
8.398,1.68,16.796,-14.185
9.238,2.519,16.796,-14.289
9.238,1.68,17.636,-14.185
8.398,2.519,17.636,-14.289
10.078,1.68,16.796,-14.185
10.917,2.519,16.796,-14.289
10.917,1.68,17.636,-14.185
10.078,2.519,17.636,-14.289
8.398,0,18.476,-9.446
9.238,0.84,18.476,-13.638
9.238,0,19.315,-9.446
8.398,0.84,19.315,-13.638
10.078,0,18.476,-9.446
10.917,0.84,18.476,-13.638
10.917,0,19.315,-9.446
10.078,0.84,19.315,-13.638
8.398,1.68,18.476,-14.185
9.238,2.519,18.476,-14.289
9.238,1.68,19.315,-14.185
8.398,2.519,19.315,-14.289
10.078,1.68,18.476,-14.185
10.917,2.519,18.476,-14.289
10.917,1.68,19.315,-14.185
10.078,2.519,19.315,-14.289
11.757,0,16.796,-9.446
12.597,0.84,16.796,-13.638
12.597,0,17.636,-9.446
11.757,0.84,17.636,-13.638
13.437,0,16.796,-9.446
13.437,0.84,17.636,-13.638
11.757,1.68,16.796,-14.185
12.597,2.519,16.796,-14.289
12.597,1.68,17.636,-14.185
11.757,2.519,17.636,-14.289
13.437,1.68,16.796,-14.185
13.437,2.519,17.636,-14.289
11.757,0,18.476,-9.446
12.597,0.84,18.476,-13.638
12.597,0,19.315,-9.446
11.757,0.84,19.315,-13.638
13.437,0,18.476,-9.446
13.437,0.84,19.315,-13.638
11.757,1.68,18.476,-14.185
12.597,2.519,18.476,-14.289
12.597,1.68,19.315,-14.185
11.757,2.519,19.315,-14.289
13.437,1.68,18.476,-14.185
13.437,2.519,19.315,-14.289
14.277,0.84,16.796,-13.638
14.277,0,17.636,-9.446
15.116,0,16.796,-9.446
15.956,0.84,16.796,-13.638
15.956,0,17.636,-9.446
15.116,0.84,17.636,-13.638
14.277,2.519,16.796,-14.289
14.277,1.68,17.636,-14.185
15.116,1.68,16.796,-14.185
15.956,2.519,16.796,-14.289
15.956,1.68,17.636,-14.185
15.116,2.519,17.636,-14.289
14.277,0.84,18.476,-13.638
14.277,0,19.315,-9.446
15.116,0,18.476,-9.446
15.956,0.84,18.476,-13.638
15.956,0,19.315,-9.446
15.116,0.84,19.315,-13.638
14.277,2.519,18.476,-14.289
14.277,1.68,19.315,-14.185
15.116,1.68,18.476,-14.185
15.956,2.519,18.476,-14.289
15.956,1.68,19.315,-14.185
15.116,2.519,19.315,-14.289
16.796,0,16.796,-9.446
17.636,0.84,16.796,-13.638
17.636,0,17.636,-9.446
16.796,0.84,17.636,-13.638
18.476,0,16.796,-9.446
19.315,0.84,16.796,-13.638
19.315,0,17.636,-9.446
18.476,0.84,17.636,-13.638
16.796,1.68,16.796,-14.185
17.636,2.519,16.796,-14.289
17.636,1.68,17.636,-14.185
16.796,2.519,17.636,-14.289
18.476,1.68,16.796,-14.185
19.315,2.519,16.796,-14.289
19.315,1.68,17.636,-14.185
18.476,2.519,17.636,-14.289
16.796,0,18.476,-9.446
17.636,0.84,18.476,-13.638
17.636,0,19.315,-9.446
16.796,0.84,19.315,-13.638
18.476,0,18.476,-9.446
19.315,0.84,18.476,-13.638
19.315,0,19.315,-9.446
18.476,0.84,19.315,-13.638
16.796,1.68,18.476,-14.185
17.636,2.519,18.476,-14.289
17.636,1.68,19.315,-14.185
16.796,2.519,19.315,-14.289
18.476,1.68,18.476,-14.185
19.315,2.519,18.476,-14.289
19.315,1.68,19.315,-14.185
18.476,2.519,19.315,-14.289
20.155,0,16.796,-9.446
20.995,0.84,16.796,-13.639
20.995,0,17.636,-9.447
20.155,0.84,17.636,-13.638
21.835,0,16.796,-9.447
21.835,0.84,17.636,-13.639
20.155,1.68,16.796,-14.185
20.995,2.519,16.796,-14.289
20.995,1.68,17.636,-14.185
20.155,2.519,17.636,-14.289
21.835,1.68,16.796,-14.186
21.835,2.519,17.636,-14.29
20.155,0,18.476,-9.446
20.995,0.84,18.476,-13.639
20.995,0,19.315,-9.447
20.155,0.84,19.315,-13.638
21.835,0,18.476,-9.447
21.835,0.84,19.315,-13.639
20.155,1.68,18.476,-14.185
20.995,2.519,18.476,-14.289
20.995,1.68,19.315,-14.185
20.155,2.519,19.315,-14.289
21.835,1.68,18.476,-14.186
21.835,2.519,19.315,-14.29
22.674,0.84,16.796,-13.639
22.674,0,17.636,-9.447
23.514,0,16.796,-9.447
24.354,0.84,16.796,-13.638
24.354,0,17.636,-9.446
23.514,0.84,17.636,-13.639
25.194,0,16.796,-9.446
25.194,0.84,17.636,-13.638
22.674,2.519,16.796,-14.29
22.674,1.68,17.636,-14.186
23.514,1.68,16.796,-14.185
24.354,2.519,16.796,-14.289
24.354,1.68,17.636,-14.185
23.514,2.519,17.636,-14.289
25.194,1.68,16.796,-14.185
25.194,2.519,17.636,-14.289
22.674,0.84,18.476,-13.639
22.674,0,19.315,-9.447
23.514,0,18.476,-9.447
24.354,0.84,18.476,-13.638
24.354,0,19.315,-9.446
23.514,0.84,19.315,-13.639
25.194,0,18.476,-9.446
25.194,0.84,19.315,-13.638
22.674,2.519,18.476,-14.29
22.674,1.68,19.315,-14.186
23.514,1.68,18.476,-14.185
24.354,2.519,18.476,-14.289
24.354,1.68,19.315,-14.185
23.514,2.519,19.315,-14.289
25.194,1.68,18.476,-14.185
25.194,2.519,19.315,-14.289
26.034,0.84,16.796,-13.638
26.034,0,17.636,-9.446
26.873,0,16.796,-9.446
27.713,0.84,16.796,-13.638
27.713,0,17.636,-9.446
26.873,0.84,17.636,-13.638
26.034,2.519,16.796,-14.289
26.034,1.68,17.636,-14.185
26.873,1.68,16.796,-14.185
27.713,2.519,16.796,-14.289
27.713,1.68,17.636,-14.185
26.873,2.519,17.636,-14.289
26.034,0.84,18.476,-13.638
26.034,0,19.315,-9.446
26.873,0,18.476,-9.446
27.713,0.84,18.476,-13.638
27.713,0,19.315,-9.446
26.873,0.84,19.315,-13.638
26.034,2.519,18.476,-14.289
26.034,1.68,19.315,-14.185
26.873,1.68,18.476,-14.185
27.713,2.519,18.476,-14.289
27.713,1.68,19.315,-14.185
26.873,2.519,19.315,-14.289
28.553,0,16.796,-9.446
29.393,0.84,16.796,-13.632
29.393,0,17.636,-9.442
28.553,0.84,17.636,-13.638
30.233,0,16.796,-9.425
30.233,0.84,17.636,-13.61
28.553,1.68,16.796,-14.185
29.393,2.519,16.796,-14.282
29.393,1.68,17.636,-14.178
28.553,2.519,17.636,-14.289
30.233,1.68,16.796,-14.153
30.233,2.519,17.636,-14.255
28.553,0,18.476,-9.446
29.393,0.84,18.476,-13.632
29.393,0,19.315,-9.442
28.553,0.84,19.315,-13.638
30.233,0,18.476,-9.425
30.233,0.84,19.315,-13.61
28.553,1.68,18.476,-14.185
29.393,2.519,18.476,-14.282
29.393,1.68,19.315,-14.178
28.553,2.519,19.315,-14.289
30.233,1.68,18.476,-14.153
30.233,2.519,19.315,-14.255
31.073,0.84,16.796,-13.524
31.073,0,17.636,-9.36
31.912,0,16.796,-8.977
32.752,0.84,16.796,-8.977
32.752,0,17.636,-5.952
31.912,0.84,17.636,-13.028
31.073,2.519,16.796,-14.153
31.073,1.68,17.636,-14.056
31.912,1.68,16.796,-13.524
32.752,2.519,16.796,-9.425
32.752,1.68,17.636,-9.36
31.912,2.519,17.636,-13.61
31.073,0.84,18.476,-13.524
31.073,0,19.315,-9.36
31.912,0,18.476,-8.977
32.752,0.84,18.476,-8.977
32.752,0,19.315,-5.952
31.912,0.84,19.315,-13.028
31.073,2.519,18.476,-14.153
31.073,1.68,19.315,-14.056
31.912,1.68,18.476,-13.524
32.752,2.519,18.476,-9.425
32.752,1.68,19.315,-9.36
31.912,2.519,19.315,-13.61
0,3.359,16.796,-9.442
0.84,4.199,16.796,-13.638
0.84,3.359,17.636,-13.632
0,4.199,17.636,-9.446
1.68,3.359,16.796,-14.178
2.519,4.199,16.796,-14.289
2.519,3.359,17.636,-14.282
1.68,4.199,17.636,-14.185
0,5.039,16.796,-9.446
0.84,5.039,17.636,-13.638
1.68,5.039,16.796,-14.185
2.519,5.039,17.636,-14.289
0,3.359,18.476,-9.442
0.84,4.199,18.476,-13.638
0.84,3.359,19.315,-13.632
0,4.199,19.315,-9.446
1.68,3.359,18.476,-14.178
2.519,4.199,18.476,-14.289
2.519,3.359,19.315,-14.282
1.68,4.199,19.315,-14.185
0,5.039,18.476,-9.446
0.84,5.039,19.315,-13.638
1.68,5.039,18.476,-14.185
2.519,5.039,19.315,-14.289
3.359,3.359,16.796,-14.309
4.199,4.199,16.796,-14.323
4.199,3.359,17.636,-14.316
3.359,4.199,17.636,-14.316
5.039,3.359,16.796,-14.316
5.039,4.199,17.636,-14.323
3.359,5.039,16.796,-14.316
4.199,5.039,17.636,-14.323
5.039,5.039,16.796,-14.323
3.359,3.359,18.476,-14.309
4.199,4.199,18.476,-14.323
4.199,3.359,19.315,-14.316
3.359,4.199,19.315,-14.316
5.039,3.359,18.476,-14.316
5.039,4.199,19.315,-14.323
3.359,5.039,18.476,-14.316
4.199,5.039,19.315,-14.323
5.039,5.039,18.476,-14.323
5.879,4.199,16.796,-14.323
5.879,3.359,17.636,-14.316
6.718,3.359,16.796,-14.316
7.558,4.199,16.796,-14.323
7.558,3.359,17.636,-14.316
6.718,4.199,17.636,-14.323
5.879,5.039,17.636,-14.323
6.718,5.039,16.796,-14.323
7.558,5.039,17.636,-14.323
5.879,4.199,18.476,-14.323
5.879,3.359,19.315,-14.316
6.718,3.359,18.476,-14.316
7.558,4.199,18.476,-14.323
7.558,3.359,19.315,-14.316
6.718,4.199,19.315,-14.323
5.879,5.039,19.315,-14.323
6.718,5.039,18.476,-14.323
7.558,5.039,19.315,-14.323
8.398,3.359,16.796,-14.316
9.238,4.199,16.796,-14.323
9.238,3.359,17.636,-14.316
8.398,4.199,17.636,-14.323
10.078,3.359,16.796,-14.316
10.917,4.199,16.796,-14.323
10.917,3.359,17.636,-14.316
10.078,4.199,17.636,-14.323
8.398,5.039,16.796,-14.323
9.238,5.039,17.636,-14.323
10.078,5.039,16.796,-14.323
10.917,5.039,17.636,-14.323
8.398,3.359,18.476,-14.316
9.238,4.199,18.476,-14.323
9.238,3.359,19.315,-14.316
8.398,4.199,19.315,-14.323
10.078,3.359,18.476,-14.316
10.917,4.199,18.476,-14.323
10.917,3.359,19.315,-14.316
